      27,   0.975218,   0.134225,  -0.020204
      31,   0.978026,   0.148019,  -0.023866
      96,   0.972044,   0.144601,  -0.027895
      97,   0.979613,   0.136056,  -0.033388
      98,   0.990356,   0.133126,  -0.031801
     166,   0.990722,   0.135445,  -0.028749
     236,   0.979247,   0.147531,  -0.030703
     303,   0.979735,   0.161570,  -0.026064
     372,   0.977293,   0.139596,  -0.037905
     507,   0.983153,   0.138253,  -0.029848
     508,   0.983764,   0.137276,  -0.026186
     645,   0.985351,   0.159617,  -0.015443
     646,   0.982177,   0.148019,  -0.022035
     647,   0.983642,   0.142282,  -0.023622
     648,   0.984374,   0.146310,  -0.023378
     716,   0.983642,   0.147409,  -0.023500
     717,   0.978881,   0.132271,  -0.034365
     718,   0.975584,   0.121650,  -0.042178
     786,   0.972899,   0.117866,  -0.043277
     787,   0.982909,   0.126656,  -0.032167
     788,   0.984496,   0.122871,  -0.030458
     857,   0.985839,   0.119209,  -0.031069
     858,   0.990722,   0.120918,  -0.025942
     926,   0.990234,   0.108466,  -0.032412
     927,   0.986205,   0.131173,  -0.028017
     928,   0.981444,   0.111152,  -0.042666
     997,   0.981444,   0.111152,  -0.042544
    1065,   0.980101,   0.139474,  -0.034609
    1066,   0.981566,   0.120430,  -0.045596
    1136,   0.987304,   0.111884,  -0.046695
    1138,   0.984130,   0.130684,  -0.038882
    1206,   0.984496,   0.137887,  -0.037173
    1207,   0.981566,   0.134225,  -0.039248
    1208,   0.981810,   0.152292,  -0.029238
    1276,   0.981810,   0.154123,  -0.028017
    1277,   0.983031,   0.129586,  -0.040591
    1278,   0.985473,   0.139596,  -0.034487
    1346,   0.986449,   0.139474,  -0.035097
    1374,   0.985351,   0.127876,  -0.039980
    1407,   0.986938,   0.126900,  -0.037661
    1475,   0.981566,   0.112983,  -0.048892
    1476,   0.984618,   0.123848,  -0.039614
    1543,   0.989868,   0.115913,  -0.038027
    1546,   0.987426,   0.112617,  -0.042422
    1613,   0.982055,   0.106879,  -0.044986
    1615,   0.982909,   0.130440,  -0.038760
    1616,   0.976561,   0.120308,  -0.051090
    1683,   0.977171,   0.119819,  -0.053287
    1685,   0.983153,   0.115302,  -0.044375
    1686,   0.988769,   0.120918,  -0.042666
    1753,   0.988036,   0.121650,  -0.042788
    1755,   0.987548,   0.119941,  -0.036929
    1756,   0.983764,   0.126900,  -0.035097
    1823,   0.983886,   0.124580,  -0.037905
    1892,   0.985595,   0.123360,  -0.038516
    1893,   0.984618,   0.110664,  -0.046817
    2030,   0.986083,   0.119819,  -0.040591
    2032,   0.983764,   0.112006,  -0.047305
    2033,   0.985229,   0.118721,  -0.040347
    2101,   0.988281,   0.125069,  -0.038760
    2170,   0.986327,   0.121284,  -0.038882
    2171,   0.983886,   0.124214,  -0.042300
    2238,   0.988891,   0.125801,  -0.038882
    2442,   0.983153,   0.125191,  -0.044375
    2443,   0.984740,   0.142770,  -0.032534
    2511,   0.985473,   0.114204,  -0.040347
    2512,   0.985839,   0.109199,  -0.047793
    2513,   0.986449,   0.110419,  -0.043399
    2582,   0.988158,   0.112250,  -0.043887
    2655,   0.987792,   0.126656,  -0.038149
    2656,   0.987670,   0.117256,  -0.044864
    2725,   0.984008,   0.120186,  -0.046939
    2793,   0.982421,   0.133980,  -0.044009
    2795,   0.983886,   0.123115,  -0.050601
    2796,   0.982787,   0.124092,  -0.049869
    2866,   0.979857,   0.136056,  -0.040225
    2867,   0.983886,   0.126656,  -0.045962
    2869,   0.988891,   0.119819,  -0.045718
    2937,   0.987426,   0.118354,  -0.048038
    2941,   0.985351,   0.116645,  -0.048892
    3008,   0.985595,   0.133248,  -0.040347
    3010,   0.984984,   0.133370,  -0.041568
    3011,   0.983153,   0.136910,  -0.043277
    3078,   0.985106,   0.137032,  -0.042422
    3147,   0.981688,   0.138253,  -0.045474
    3148,   0.982665,   0.130806,  -0.047549
    3216,   0.982421,   0.132760,  -0.046451
    3217,   0.983397,   0.123360,  -0.052066
    3219,   0.986327,   0.124214,  -0.050967
    3286,   0.983886,   0.124092,  -0.050235
    3287,   0.984862,   0.122749,  -0.049991
    3288,   0.982177,   0.119331,  -0.054630
    3356,   0.981566,   0.121528,  -0.055118
    3357,   0.984252,   0.121284,  -0.050113
    3358,   0.988769,   0.123970,  -0.048526
    3428,   0.989013,   0.122383,  -0.046084
    3430,   0.984130,   0.132638,  -0.043887
    3498,   0.980345,   0.128365,  -0.045840
    3500,   0.980345,   0.131539,  -0.048038
    3567,   0.984740,   0.125191,  -0.048526
    3568,   0.985839,   0.124214,  -0.047916
    3636,   0.986694,   0.124214,  -0.048526
    3637,   0.983275,   0.120308,  -0.052554
    3705,   0.984130,   0.122871,  -0.053531
    3707,   0.985717,   0.123848,  -0.050479
    3775,   0.983886,   0.135445,  -0.051822
    3776,   0.983153,   0.122139,  -0.054874
    3777,   0.983275,   0.129952,  -0.051212
    3847,   0.980956,   0.127999,  -0.050967
    3848,   0.982665,   0.138375,  -0.049869
    3850,   0.981810,   0.142404,  -0.049625
    3917,   0.984740,   0.140939,  -0.049747
    3986,   0.981200,   0.134957,  -0.053287
    3987,   0.983275,   0.137643,  -0.049991
    4055,   0.980468,   0.141793,  -0.050113
    4056,   0.981566,   0.128121,  -0.056949
    4057,   0.983031,   0.129341,  -0.055728
    4125,   0.982055,   0.127876,  -0.054264
    4126,   0.985473,   0.126289,  -0.054508
    4127,   0.984008,   0.122139,  -0.057193
    4196,   0.984862,   0.123726,  -0.057682
    4197,   0.982055,   0.131661,  -0.055973
    4198,   0.980468,   0.131295,  -0.061710
    4267,   0.979125,   0.131539,  -0.059025
    4268,   0.978881,   0.134835,  -0.057682
    4270,   0.981322,   0.129219,  -0.060367
    4337,   0.976927,   0.131173,  -0.058780
    4406,   0.983397,   0.132393,  -0.054508
    4472,   0.984130,   0.129097,  -0.055118
    4473,   0.982421,   0.143380,  -0.048770
    4542,   0.983397,   0.131295,  -0.054996
    4543,   0.985229,   0.124580,  -0.056949
    4678,   0.984252,   0.129097,  -0.054874
    4680,   0.985473,   0.132515,  -0.054508
    4761,   0.981566,   0.131783,  -0.059513
    4762,   0.981933,   0.130440,  -0.061710
    4763,   0.980834,   0.128243,  -0.064396
    4765,   0.981444,   0.125313,  -0.069279
    4832,   0.981200,   0.124947,  -0.064274
    4901,   0.983397,   0.133736,  -0.060001
    4902,   0.985229,   0.123360,  -0.062443
    4970,   0.981933,   0.135323,  -0.057560
    4971,   0.983031,   0.125069,  -0.064762
    4972,   0.982909,   0.125557,  -0.065617
    5040,   0.981566,   0.129341,  -0.065373
    5041,   0.982177,   0.130318,  -0.063297
    5042,   0.978758,   0.136056,  -0.062077
    5110,   0.978148,   0.135689,  -0.062687
    5111,   0.982543,   0.134591,  -0.062809
    5180,   0.985473,   0.119575,  -0.068791
    5249,   0.983031,   0.120063,  -0.068791
    5318,   0.981444,   0.127266,  -0.068791
    5320,   0.981810,   0.138863,  -0.061466
    5321,   0.984252,   0.129219,  -0.064640
    5390,   0.984862,   0.130074,  -0.060978
    5391,   0.985229,   0.128243,  -0.062565
    5392,   0.984008,   0.139352,  -0.060001
    5461,   0.978758,   0.141305,  -0.062321
    5528,   0.984130,   0.127876,  -0.066227
    5530,   0.982421,   0.128365,  -0.069035
    5597,   0.981810,   0.132271,  -0.072453
    5733,   0.978026,   0.133004,  -0.071477
    5802,   0.984618,   0.132515,  -0.065495
    5803,   0.984740,   0.133248,  -0.062199
    5805,   0.982421,   0.136666,  -0.064884
    5872,   0.982299,   0.125313,  -0.070134
    5873,   0.982665,   0.126778,  -0.070134
    6008,   0.980468,   0.119331,  -0.073918
    6010,   0.981322,   0.126412,  -0.073552
    6080,   0.976561,   0.141671,  -0.070622
    6081,   0.980468,   0.150827,  -0.062931
    6082,   0.979857,   0.127754,  -0.073552
    6150,   0.981566,   0.125557,  -0.072453
    6151,   0.982909,   0.130928,  -0.067814
    6152,   0.982909,   0.136300,  -0.066471
    6220,   0.981933,   0.132882,  -0.068669
    6222,   0.984130,   0.136666,  -0.064518
    6290,   0.981078,   0.118354,  -0.078923
    6291,   0.983642,   0.121895,  -0.074895
    6360,   0.982787,   0.135201,  -0.067692
    6427,   0.981566,   0.130562,  -0.071965
    6428,   0.981688,   0.121773,  -0.075627
    6570,   0.980590,   0.126412,  -0.075749
    6637,   0.983764,   0.130318,  -0.070378
    6639,   0.981933,   0.134835,  -0.069767
    6706,   0.982665,   0.131783,  -0.069035
    6707,   0.980956,   0.125313,  -0.077092
    6709,   0.983886,   0.122749,  -0.079289
    6776,   0.981566,   0.125801,  -0.080266
    6777,   0.983153,   0.127388,  -0.073308
    6779,   0.983642,   0.132271,  -0.071354
    6849,   0.983153,   0.128975,  -0.070622
    6917,   0.985106,   0.122139,  -0.074528
    6919,   0.983153,   0.131417,  -0.071599
    6986,   0.980223,   0.139108,  -0.069890
    6987,   0.981810,   0.127510,  -0.075993
    6988,   0.980956,   0.136178,  -0.069767
    7056,   0.979735,   0.130684,  -0.070622
    7057,   0.981810,   0.136666,  -0.071599
    7059,   0.981688,   0.139596,  -0.069645
    7126,   0.983642,   0.137765,  -0.073918
    7129,   0.983886,   0.125923,  -0.074406
    7195,   0.982421,   0.143380,  -0.068425
    7196,   0.984862,   0.130318,  -0.071354
    7197,   0.981933,   0.127022,  -0.071965
    7265,   0.982177,   0.128487,  -0.074162
    7332,   0.981444,   0.119453,  -0.081853
    7334,   0.977660,   0.124458,  -0.080266
    7401,   0.978514,   0.138131,  -0.071354
    7402,   0.989990,   0.137398,  -0.059635
    7404,   0.984130,   0.126412,  -0.065617
    7470,   0.985229,   0.123848,  -0.064152
    7471,   0.982787,   0.122505,  -0.074651
    7472,   0.979491,   0.125679,  -0.082219
    7540,   0.979003,   0.124214,  -0.078435
    7541,   0.980834,   0.138741,  -0.070500
    7609,   0.976805,   0.144479,  -0.068425
    7610,   0.980101,   0.127022,  -0.076726
    7679,   0.986083,   0.135934,  -0.067570
    7747,   0.985473,   0.134713,  -0.068180
    7749,   0.982543,   0.126900,  -0.072453
    7816,   0.987060,   0.126656,  -0.071232
    7886,   0.986205,   0.122627,  -0.070378
    7887,   0.979003,   0.127022,  -0.076970
    7955,   0.982055,   0.130074,  -0.071965
    8022,   0.982055,   0.129708,  -0.072819
    8090,   0.982055,   0.132638,  -0.068913
    8157,   0.983031,   0.123482,  -0.075017
    8159,   0.982177,   0.120063,  -0.077336
    8227,   0.983520,   0.127876,  -0.072087
    8228,   0.981810,   0.129219,  -0.071965
    8301,   0.983153,   0.130074,  -0.069035
    8302,   0.982909,   0.131050,  -0.069279
    8371,   0.981444,   0.139108,  -0.069157
    8372,   0.974852,   0.127388,  -0.076238
    8440,   0.984984,   0.123482,  -0.069767
    8441,   1.000000,   0.258988,  -0.113349
    8442,   1.000000,   0.352866,  -0.023500
